"loan_id","is_first_loan","fully_repaid_previous_loans","currently_repaying_other_loans","total_credit_card_limit","avg_percentage_credit_card_limit_used_last_year","saving_amount","checking_amount","is_employed","yearly_salary","age","dependent_number"
320924,1,NA,NA,3100,0.69,1140,1120,1,28600,28,8
364639,1,NA,NA,5700,0.89,603,747,0,0,37,7
433755,1,NA,NA,4400,0.71,2323,3543,0,0,24,2
673157,1,NA,NA,3200,0.75,816,1714,0,0,23,6
273383,1,NA,NA,3300,0.59,699,1371,1,16900,29,2
29780,0,1,0,5800,0.64,3896,8642,1,35300,49,8
924110,1,NA,NA,4800,0.91,921,344,0,0,21,2
493061,1,NA,NA,1900,1.02,405,2892,1,16500,48,8
108450,0,0,0,3900,0.81,1983,7622,1,35100,35,8
991004,1,NA,NA,2800,0.78,7500,5541,1,43500,79,3
122475,1,NA,NA,6900,0.79,4446,4286,1,46500,49,2
321616,0,1,0,5500,0.74,2615,4974,1,31600,56,8
334829,0,1,1,3900,0.9,1020,2895,1,33000,31,8
399384,0,1,0,5000,0.81,2805,4982,1,45500,50,8
630437,0,1,0,7500,1.04,759,6033,0,0,36,1
485403,1,NA,NA,0,NA,548,2355,0,0,35,3
315797,0,1,0,4500,0.4,1934,3419,1,20100,46,3
31111,1,NA,NA,2700,0.91,1630,4860,1,59000,55,0
683563,1,NA,NA,1600,0.66,855,10347,1,12900,35,4
569525,1,NA,NA,5500,0.45,1825,5121,1,23200,28,1
641468,1,NA,NA,2400,0.69,1870,3668,0,0,53,4
42748,0,1,1,2900,0.87,229,1284,0,0,52,8
966730,1,NA,NA,5000,0.73,1905,1951,0,0,45,6
396473,0,1,0,3200,0.53,833,1243,1,21600,38,8
817849,1,NA,NA,9400,0.95,4142,7582,1,35000,37,3
251593,0,1,0,7000,0.61,2174,4006,1,42900,39,8
491716,0,1,0,6700,0.66,1027,4490,1,38300,24,1
257946,0,1,0,4300,0.76,667,580,1,9200,39,7
382171,1,NA,NA,3300,0.82,3965,7886,1,49500,39,6
963866,0,1,0,3100,0.69,3320,3371,1,31200,54,2
805981,1,NA,NA,5300,0.53,2811,6956,1,19800,47,2
553246,1,NA,NA,6800,0.75,2295,5753,1,30500,59,8
795943,1,NA,NA,6700,0.46,2094,3934,1,8600,29,3
125631,0,1,0,6900,0.88,1076,1532,1,9100,43,1
893941,0,1,0,1000,0.84,1055,2752,0,0,31,5
398008,1,NA,NA,2300,0.59,1250,2598,1,28800,30,4
916172,1,NA,NA,3900,0.82,1767,1980,1,15100,26,5
126849,1,NA,NA,4200,0.81,3095,2489,1,32900,50,1
554736,0,1,1,4000,0.74,1017,1278,0,0,47,1
894655,1,NA,NA,6000,0.2,1455,3182,1,10000,54,5
273174,1,NA,NA,3400,0.86,3769,3725,0,0,28,3
356514,0,1,0,6000,0.48,7644,6941,1,42300,45,1
989949,1,NA,NA,2800,0.91,1058,1177,0,0,58,5
532622,0,1,0,3000,0.97,1077,1901,1,22800,31,2
689196,0,1,1,1600,0.64,1819,2691,0,0,51,8
436701,0,1,1,2300,0.74,168,3167,0,0,52,8
853600,1,NA,NA,700,0.63,1518,882,1,6200,43,8
632060,1,NA,NA,4800,0.48,575,5293,1,29100,28,8
95363,0,1,0,3300,0.76,3256,7944,1,10000,43,8
116480,0,1,0,7800,0.95,3522,4823,1,32500,35,8
892661,0,1,1,3800,0.52,1552,3141,1,27200,26,2
359430,1,NA,NA,7800,0.83,3653,4129,1,33300,33,1
482035,1,NA,NA,1000,1.05,551,1809,0,0,52,8
803430,0,1,0,5000,0.84,2721,5460,0,0,32,2
887808,1,NA,NA,5100,0.36,2852,4205,1,56000,56,2
158381,1,NA,NA,2300,0.81,399,1885,1,36600,32,1
907231,1,NA,NA,4500,0.92,1127,2709,0,0,26,4
346155,0,1,0,5100,0.86,4170,8197,0,0,36,3
978144,0,1,0,2500,0.69,1229,5691,1,20300,43,1
182579,0,1,0,7200,0.86,1185,4674,1,38900,40,1
943987,1,NA,NA,6100,0.71,672,1791,0,0,29,6
845202,0,1,0,5500,0.5,714,6446,1,21200,30,2
219743,1,NA,NA,3600,0.59,1117,780,0,0,37,3
545577,0,1,0,1200,1,158,2680,0,0,56,2
380832,0,1,0,7200,0.86,1046,1808,1,65000,55,8
153646,1,NA,NA,3800,0.75,666,5513,1,42900,35,3
220419,1,NA,NA,3600,0.83,1155,1338,0,0,77,2
247717,0,1,0,4300,0.73,5636,5300,1,14400,30,1
212987,1,NA,NA,4100,0.76,649,4790,1,54400,48,2
90113,0,1,1,1800,0.33,625,1638,0,0,33,2
458831,1,NA,NA,6400,0.95,1838,1702,0,0,56,8
748024,1,NA,NA,4800,0.78,1488,4203,0,0,41,4
104815,1,NA,NA,5600,1,3068,6758,1,44300,34,1
983922,1,NA,NA,1100,0.77,1300,3829,0,0,25,8
204377,1,NA,NA,600,0.92,1532,831,1,37100,67,3
279566,1,NA,NA,4000,0.56,3258,2135,1,70400,46,5
517992,1,NA,NA,2500,0.64,1600,3430,0,0,41,8
872269,1,NA,NA,2900,0.69,3269,4463,0,0,59,2
190378,1,NA,NA,7300,0.92,1179,2881,1,23700,52,4
147693,1,NA,NA,3900,1.05,466,730,1,13600,26,8
744861,0,1,0,5900,0.6,1056,1658,1,26700,42,6
48895,1,NA,NA,3200,0.34,1370,386,1,31100,44,3
448289,1,NA,NA,6400,0.72,3241,4375,1,27400,47,8
158997,1,NA,NA,5300,0.75,4841,8716,1,51400,24,0
531530,0,0,0,2700,0.64,2064,3527,1,15500,50,1
626762,1,NA,NA,5400,0.53,1214,4406,0,0,55,4
284291,1,NA,NA,5100,0.78,2036,2656,1,40200,69,3
764498,1,NA,NA,2500,0.22,898,1633,0,0,41,0
433548,1,NA,NA,8000,0.9,4612,7298,1,30600,20,1
145291,1,NA,NA,3900,0.91,1645,8047,1,33800,79,4
772228,0,1,0,2500,0.85,703,1657,1,23100,52,2
804493,0,1,0,5100,0.86,1146,3400,1,24400,46,1
515065,1,NA,NA,4700,0.79,1912,1443,1,46500,33,1
821009,0,1,0,1700,0.59,1780,3537,1,25800,51,2
363699,0,1,0,5000,0.35,941,4750,1,9500,50,2
342422,1,NA,NA,0,NA,631,1895,1,18800,26,1
136025,0,1,1,0,NA,604,2800,1,32200,62,2
533833,0,1,1,4100,0.9,1125,1092,1,14700,27,3
762161,0,1,0,3100,0.56,1784,3115,0,0,30,5
832446,1,NA,NA,4200,0.91,3939,7207,1,30200,55,6
392406,0,1,0,2300,0.77,2103,5713,1,21500,52,3
734530,1,NA,NA,3200,0.95,2702,6194,1,2200,43,2
280595,1,NA,NA,2900,0.32,820,6844,1,46700,56,8
964909,1,NA,NA,6100,0.7,939,5770,1,32900,30,6
591983,0,1,1,2400,0.67,337,351,1,16100,50,1
487516,1,NA,NA,4600,0.47,2895,3983,1,29200,39,2
284307,0,1,0,2700,0.69,2650,2975,1,40600,31,3
57636,0,1,0,2600,0.6,1269,1793,0,0,45,8
754680,1,NA,NA,8400,0.95,2637,8008,1,33700,31,1
458827,0,1,0,2700,0.5,5194,3646,1,45500,32,8
270321,1,NA,NA,1500,0.81,144,1980,0,0,52,8
212676,1,NA,NA,7900,0.87,1154,1894,1,30000,41,1
320373,0,1,0,0,NA,299,5356,1,26300,25,2
440521,1,NA,NA,3400,0.71,1342,1921,0,0,62,2
967587,1,NA,NA,3000,0.86,1164,1907,1,17900,50,3
274948,1,NA,NA,600,0.81,1312,1956,0,0,53,8
462534,0,1,0,5600,0.79,2023,1783,0,0,39,8
250573,0,1,1,0,NA,2167,1839,0,0,30,8
22172,1,NA,NA,6800,0.94,435,4656,1,7400,18,0
454541,0,0,1,0,NA,1364,7951,1,56800,31,6
26141,1,NA,NA,5700,0.43,3267,10179,0,0,62,0
86992,1,NA,NA,5000,0.64,1282,2977,1,33800,54,6
565152,1,NA,NA,3100,0.54,43,1061,0,0,33,5
218644,1,NA,NA,0,NA,660,1368,0,0,23,5
421735,0,1,1,3500,0.69,1198,1945,0,0,43,6
763307,1,NA,NA,6000,0.7,3203,5201,0,0,18,8
828986,1,NA,NA,3100,0.86,2067,705,0,0,56,8
835397,1,NA,NA,5300,1.09,3187,4558,1,34300,43,8
969350,1,NA,NA,3500,1.07,246,2992,0,0,63,3
406306,1,NA,NA,4200,0.83,840,2015,0,0,43,8
223580,0,1,0,6300,0.48,2285,5759,1,42700,30,1
497725,0,1,0,0,NA,1137,1463,1,33400,18,4
930855,0,1,0,4400,0.61,383,3343,1,35500,64,8
507610,0,1,0,4400,1.05,1884,2174,1,35200,43,6
991006,1,NA,NA,6300,0.87,1815,3530,1,23900,58,1
337903,1,NA,NA,5100,0.89,3447,6898,1,46800,52,2
266460,0,1,0,4400,0.99,1392,1353,0,0,36,3
825262,1,NA,NA,4500,0.68,3624,5787,1,48800,39,4
167528,0,1,1,6200,0.69,832,2463,1,18700,26,1
644990,0,1,0,3800,0.59,158,1294,1,24400,34,4
835387,1,NA,NA,6100,0.4,696,2920,0,0,37,2
143761,1,NA,NA,3200,0.72,699,866,0,0,34,1
465221,0,1,1,1900,0.67,782,1225,1,16100,39,7
211338,1,NA,NA,3700,0.82,960,2012,1,21400,54,8
890622,1,NA,NA,5600,0.52,2603,2457,1,14200,36,1
927183,1,NA,NA,1400,1.04,1257,2365,0,0,21,5
787717,1,NA,NA,3700,0.9,1366,5019,1,45900,56,7
879870,1,NA,NA,3800,0.73,765,2445,0,0,39,7
872,1,NA,NA,8100,0.69,3362,2706,1,44600,53,5
403304,1,NA,NA,2200,0.8,2851,4755,1,23300,57,0
397420,1,NA,NA,5600,0.26,1693,4920,1,13700,51,8
855450,1,NA,NA,3100,0.32,417,2455,1,36000,26,8
629720,1,NA,NA,3500,0.69,163,3235,1,44000,47,4
262747,1,NA,NA,5500,0.72,1423,4036,0,0,36,6
352467,0,1,0,2900,0.38,1436,3538,1,42600,56,2
780794,1,NA,NA,5400,0.72,1995,3158,1,28400,64,4
104694,1,NA,NA,0,NA,615,1208,0,0,30,6
818969,0,1,0,4600,0.59,936,2293,1,52100,34,1
274813,1,NA,NA,5300,0.65,1066,3193,1,17800,45,1
198206,1,NA,NA,3000,0.8,1556,7050,1,48300,35,1
31716,0,1,1,1700,0.92,1044,2500,1,28100,60,2
301174,1,NA,NA,2600,0.7,436,1348,0,0,48,5
141736,1,NA,NA,3100,0.56,1139,8959,1,35000,39,8
117673,0,1,1,1200,0.77,1537,3030,0,0,62,2
879486,1,NA,NA,5100,0.77,2063,1048,1,39400,67,3
253393,0,1,1,5200,0.74,444,3051,0,0,48,2
744715,1,NA,NA,5500,0.65,2947,1960,1,43400,23,8
861420,1,NA,NA,4400,0.68,290,4961,0,0,24,6
104058,1,NA,NA,5800,0.46,5970,2606,1,40600,48,8
412844,0,1,1,4100,0.86,690,788,0,0,34,5
808618,1,NA,NA,6400,0.79,1500,1358,1,21300,50,6
450448,1,NA,NA,4100,0.65,722,4699,0,0,23,3
158282,0,1,0,0,NA,348,653,1,17900,43,4
11517,1,NA,NA,5600,0.27,544,7883,0,0,19,2
584931,0,1,0,5800,0.33,1873,5949,1,24900,41,1
793429,0,1,0,9300,0.86,3116,1938,1,35200,21,2
654490,0,1,0,2000,0.89,1686,1299,0,0,37,3
254796,1,NA,NA,2400,0.62,2348,2240,0,0,48,6
506641,1,NA,NA,6100,0.81,1120,3333,1,25700,66,1
20715,0,1,0,5600,0.92,624,2836,0,0,44,7
10823,0,1,1,2300,0.85,919,2980,0,0,30,1
22353,1,NA,NA,1500,0.38,364,689,0,0,45,2
212978,1,NA,NA,3700,0.87,776,5740,1,53500,40,3
496039,0,1,0,2600,0.88,1303,3013,1,34500,47,4
910007,0,1,0,2200,0.65,4176,1143,1,33800,41,4
285598,0,1,1,4300,0.91,1710,1062,0,0,57,2
930399,1,NA,NA,2600,0.83,916,1199,1,30300,36,4
797310,1,NA,NA,4700,0.43,1207,2997,0,0,49,3
224002,0,1,0,2000,1.08,1216,1095,0,0,25,4
85281,1,NA,NA,5200,0.44,6332,4211,1,31500,24,0
77711,1,NA,NA,0,NA,1880,2528,1,16000,33,2
694557,0,1,1,2100,0.93,949,1806,1,32600,64,2
655536,0,1,1,2600,0.44,1313,3607,1,17100,29,1
962769,1,NA,NA,3700,0.74,4221,3971,0,0,54,2
460142,1,NA,NA,8900,1.05,641,3152,1,37700,30,0
131094,0,1,1,1500,0.61,927,2314,1,26900,54,8
983917,1,NA,NA,7200,0.7,2301,8086,1,28800,59,6
964742,0,1,0,5800,0.55,2189,2858,1,58900,71,1
701126,1,NA,NA,5500,0.91,155,1715,0,0,45,3
202649,0,0,0,5100,0.72,1245,1638,1,38300,20,8
867754,1,NA,NA,6600,0.55,3819,4059,1,41700,39,8
156289,1,NA,NA,5300,0.65,3420,8062,1,34200,52,3
892583,1,NA,NA,5200,0.74,4649,4522,1,41000,56,1
610981,1,NA,NA,6700,0.83,3096,4606,1,33800,35,4
65228,1,NA,NA,4100,0.67,3643,2242,1,54000,32,8
829546,1,NA,NA,1800,0.5,5522,5727,1,54600,51,3
41229,0,1,0,3500,0.56,59,1307,0,0,37,5
404514,1,NA,NA,2100,0.83,481,684,1,28300,28,2
490484,0,1,0,6000,0.76,2467,5930,1,33800,31,8
316231,0,1,0,2000,1.04,454,2239,1,27900,55,6
25778,1,NA,NA,3600,0.75,879,2276,1,9200,45,8
223172,0,1,1,0,NA,1399,345,1,400,46,4
640267,0,1,0,1800,0.65,829,1213,0,0,55,8
920479,1,NA,NA,6200,0.55,1785,1681,1,29400,40,1
92008,0,1,0,3100,0.73,671,815,1,29700,57,8
894330,0,1,0,4800,0.95,1011,1396,0,0,18,5
410312,1,NA,NA,5400,0.74,1494,2077,1,18000,40,4
592897,0,1,0,7300,0.6,522,223,1,39100,31,1
608247,0,1,0,6700,0.63,2031,5289,1,37600,53,1
41453,0,1,1,4100,0.96,946,1820,1,36700,30,5
294641,0,1,1,3700,0.37,1017,956,1,19500,24,2
540308,1,NA,NA,3400,0.46,802,1690,1,22900,30,8
550759,1,NA,NA,3900,0.93,3493,5206,1,47500,58,1
660460,0,1,0,6100,0.48,1920,286,1,12800,21,8
679639,0,1,0,6400,0.49,3734,3108,1,49800,24,8
867939,0,1,1,4400,0.44,560,974,0,0,25,3
557337,1,NA,NA,0,NA,352,2756,0,0,30,1
721476,1,NA,NA,5300,0.92,783,2248,1,22900,49,0
380805,0,1,0,5700,0.71,5564,1499,1,51700,42,3
506826,0,1,0,0,NA,721,3197,0,0,30,2
875222,1,NA,NA,4700,0.8,498,6150,1,17500,36,6
15219,0,1,1,2400,1.03,816,1714,1,29600,36,8
606280,1,NA,NA,4400,0.59,2078,1918,1,43100,24,1
979457,1,NA,NA,4700,0.61,939,1518,1,7600,32,8
334970,1,NA,NA,6600,1.06,2784,4323,1,30200,71,5
206062,0,1,1,2800,0.87,1065,3035,0,0,33,3
264468,0,0,0,7500,0.63,707,3383,0,0,34,8
181453,1,NA,NA,7100,1.01,3315,4757,1,41400,44,3
242864,1,NA,NA,7600,0.98,892,2160,1,14700,41,1
786095,0,1,1,8800,0.54,3233,4339,1,56100,22,0
426663,1,NA,NA,4300,0.65,5686,4669,1,31100,47,1
857366,1,NA,NA,0,NA,450,582,1,36000,36,6
656603,0,1,0,5800,0.88,508,1832,0,0,65,5
391745,1,NA,NA,5800,0.86,1811,1896,1,13200,67,8
426174,1,NA,NA,0,NA,1867,1872,0,0,32,3
651436,1,NA,NA,4300,0.46,1042,6048,1,35300,66,8
228376,0,1,1,2200,0.48,300,771,0,0,59,2
568098,1,NA,NA,6000,0.88,1122,2064,0,0,29,8
854454,1,NA,NA,2400,0.22,1067,1619,0,0,35,6
541581,0,1,0,5500,0.78,3756,2097,1,27800,55,8
359764,1,NA,NA,1200,0.83,418,2756,1,29300,50,4
881029,0,1,0,5700,0.42,2687,2631,1,28600,40,1
299378,1,NA,NA,4700,0.79,2952,3542,1,27100,25,2
446934,1,NA,NA,3300,0.76,1833,1949,1,23600,36,8
966250,0,0,0,7400,0.8,1168,2335,0,0,33,1
452891,1,NA,NA,0,NA,246,2478,0,0,24,3
485684,0,1,1,2100,0.52,910,625,0,0,26,8
982192,0,1,0,5500,0.67,1795,1793,0,0,39,0
599930,1,NA,NA,3500,1.09,2401,3815,1,34300,49,5
850523,1,NA,NA,6700,0.66,718,5827,1,37800,53,2
368250,0,1,1,0,NA,801,3929,1,28900,41,7
792503,1,NA,NA,5200,1.01,1254,2579,1,27500,30,6
247908,1,NA,NA,3400,0.92,4905,191,1,36400,50,1
312234,0,1,0,7200,0.46,222,6783,1,28800,41,0
374747,1,NA,NA,3700,0.67,5451,3335,1,26800,34,1
838107,1,NA,NA,2600,0.96,695,1383,1,20400,70,6
897983,0,1,1,2600,0.81,94,2712,0,0,53,8
53301,0,1,1,4600,1.04,2,3701,1,20000,42,3
926183,0,1,0,5900,0.82,2234,1881,1,39200,49,1
100457,1,NA,NA,8300,0.84,1185,6353,0,0,65,4
95126,0,1,1,0,NA,1358,1621,0,0,30,1
833610,1,NA,NA,3900,0.33,1775,2885,0,0,36,3
275226,1,NA,NA,6200,0.9,1718,3930,1,30000,39,7
182890,0,1,0,3300,0.62,1367,939,1,47400,61,3
309567,1,NA,NA,5400,0.52,1270,9230,1,27900,46,3
807416,0,1,0,2800,0.79,2704,2738,1,1900,28,5
165741,0,1,0,5900,0.7,4158,1841,1,43100,45,0
700073,1,NA,NA,3000,0.57,916,2739,1,21900,38,3
456292,0,0,0,3500,0.65,3694,7446,1,67400,23,4
951833,1,NA,NA,3100,0.74,2503,6455,1,63100,31,2
763777,1,NA,NA,0,NA,1445,3154,1,23900,32,8
577326,0,0,1,3600,1.04,1225,2273,0,0,46,4
37878,0,1,1,3600,0.57,881,2161,0,0,69,6
783351,0,1,1,3800,0.61,112,2069,0,0,60,1
301751,0,0,0,6600,0.23,2007,6681,1,46800,41,1
184602,0,1,1,6100,0.73,1151,1392,1,15700,30,3
159578,1,NA,NA,4900,0.72,1469,2143,0,0,26,5
168029,1,NA,NA,1200,0.61,703,1937,1,6000,41,6
366832,0,1,1,7500,0.86,692,2321,1,25300,31,2
935176,1,NA,NA,3500,0.38,1721,3760,1,65000,30,7
88589,1,NA,NA,2500,0.37,1946,2489,0,0,48,3
914024,0,1,0,5200,0.5,2979,3138,0,0,53,4
452635,1,NA,NA,2600,0.92,2492,2355,1,49300,37,1
703453,0,1,0,6400,0.88,644,6063,0,0,20,3
552834,1,NA,NA,6000,0.83,957,2481,1,45000,28,3
828679,1,NA,NA,8500,0.55,2350,7611,0,0,31,1
590213,0,1,0,5900,0.49,1684,41,1,54100,27,6
604361,0,0,0,4400,0.89,1330,1489,0,0,35,1
502516,0,1,0,5000,0.8,2298,1616,1,40800,58,3
270809,1,NA,NA,7700,0.78,5212,1591,1,22400,51,1
831925,1,NA,NA,3000,0.67,932,1002,0,0,29,1
649273,0,1,0,6500,0.52,416,10506,1,40400,32,5
220170,1,NA,NA,5500,0.84,394,2171,1,10700,26,6
169149,0,1,0,5900,0.62,3675,2514,1,17600,44,3
180805,1,NA,NA,5900,0.7,1957,4275,1,36600,30,1
546280,1,NA,NA,8000,0.66,2634,220,0,0,35,8
709537,1,NA,NA,5000,0.56,4281,5549,1,44700,45,3
316242,1,NA,NA,3700,0.68,781,619,1,34200,55,3
368251,1,NA,NA,3900,0.7,1268,6354,0,0,40,8
275687,1,NA,NA,5000,0.56,3305,3020,1,33700,44,1
8020,1,NA,NA,4800,0.74,1979,4685,0,0,59,3
6555,0,1,0,2200,0.89,769,666,0,0,29,8
183619,1,NA,NA,5300,0.53,2884,1814,1,21700,35,7
374715,1,NA,NA,2600,0.92,4010,3671,1,60700,59,2
824889,1,NA,NA,4200,0.39,2565,5101,1,2500,39,1
743200,0,1,1,1600,0.95,2142,2719,0,0,41,8
37831,1,NA,NA,5800,0.66,1348,1650,1,12800,38,2
983763,1,NA,NA,4700,0.18,2633,2543,1,50500,30,7
336175,1,NA,NA,1800,0.83,1073,420,0,0,30,4
85889,0,1,0,1700,0.45,2367,5913,1,20600,35,8
366478,0,1,0,4200,0.8,2127,6667,1,49700,30,5
738756,1,NA,NA,4100,0.72,499,5663,1,6400,43,1
264870,0,1,1,4600,0.67,1636,1572,0,0,37,6
389562,1,NA,NA,6200,0.81,1159,3243,0,0,25,1
435802,0,1,0,3000,0.81,868,2116,1,40100,69,8
900528,1,NA,NA,4900,0.31,2162,442,0,0,21,8
790790,0,1,0,2100,1.06,906,7394,1,51000,18,8
381033,0,1,0,6000,0.91,1808,3134,0,0,38,2
634581,1,NA,NA,0,NA,1294,2696,0,0,37,1
39504,1,NA,NA,5200,0.85,3380,4449,1,52300,45,5
355337,1,NA,NA,0,NA,1977,419,1,53900,47,4
201567,0,0,0,6100,0.47,1408,2736,0,0,29,1
405777,0,0,0,1400,0.84,1390,1408,1,15600,45,8
880459,1,NA,NA,4600,0.83,3480,6406,1,46700,35,1
180296,0,1,1,7000,0.73,1739,3405,1,15600,46,3
552722,1,NA,NA,4300,0.91,3728,8927,1,28200,35,2
531933,0,1,0,1300,0.44,3482,1783,1,39300,39,1
349178,0,1,0,3100,0.95,467,2290,0,0,39,6
628342,1,NA,NA,3200,0.7,394,2634,1,32200,48,8
406155,0,1,0,4500,0.22,2637,4923,1,42300,39,8
256842,1,NA,NA,2600,1.07,1023,30,0,0,43,4
487843,0,1,1,4200,0.71,1330,3481,1,26000,36,3
881314,1,NA,NA,5700,0.93,744,2248,0,0,46,2
914583,0,1,0,3500,0.72,988,1878,1,28500,25,3
624131,0,1,0,4900,0.75,2483,2846,1,27700,53,8
268799,1,NA,NA,5100,0.83,764,1464,1,13300,51,1
626506,0,1,0,2600,0.52,3260,5223,1,40600,73,5
923644,1,NA,NA,4200,0.68,537,3279,0,0,39,2
111271,1,NA,NA,0,NA,1136,3813,1,21600,65,7
703298,0,1,1,2100,0.4,2822,2212,1,20800,20,1
459638,1,NA,NA,7200,0.71,4337,2896,1,37700,49,0
53424,0,1,0,3900,0.54,2931,1730,1,27200,26,4
137211,1,NA,NA,6300,0.9,439,2155,0,0,45,2
429048,0,1,0,4400,0.75,175,1396,0,0,28,8
429687,1,NA,NA,4600,0.34,1142,9685,1,54100,33,1
530522,1,NA,NA,6100,0.93,2904,1257,1,61500,45,2
976076,0,1,0,0,NA,630,545,0,0,49,8
821371,0,1,1,6200,0.98,397,2700,1,29500,52,3
252962,1,NA,NA,8300,0.65,1565,5152,1,32600,53,3
584108,0,1,1,4100,0.89,964,2911,0,0,34,8
129111,0,1,0,7000,0.88,4019,3195,1,25500,41,5
800479,1,NA,NA,5000,0.97,1444,2834,0,0,70,8
99953,1,NA,NA,4200,0.72,999,2924,0,0,53,1
342869,0,1,0,7300,0.71,3526,6370,1,21500,52,5
873490,0,1,0,5700,0.54,1382,587,1,46100,38,2
334509,1,NA,NA,2400,0.89,1369,3294,0,0,32,6
850673,1,NA,NA,6700,0.7,3389,6988,1,41100,19,1
903500,0,0,1,600,1.03,1340,1469,0,0,47,1
230416,1,NA,NA,2900,0.82,958,1439,0,0,42,3
115937,1,NA,NA,7100,0.89,3686,5804,1,27000,37,1
363252,0,1,0,2900,0.9,1259,3225,0,0,35,3
240030,0,1,0,0,NA,677,203,1,46300,63,8
889179,0,1,0,8600,0.72,4359,10380,1,13900,41,3
298888,0,1,1,5000,0.72,898,1485,0,0,42,2
635463,0,1,1,5700,0.73,779,2745,1,30800,44,8
159448,1,NA,NA,4400,0.87,1562,8150,0,0,41,1
67778,0,1,1,3200,1.05,1552,2663,0,0,41,5
603552,1,NA,NA,5800,1.01,1685,2492,0,0,28,8
795203,1,NA,NA,4500,0.96,3304,4960,1,40400,36,2
419213,1,NA,NA,2400,0.83,2212,4723,1,51500,49,3
526185,0,1,0,7500,0.76,3729,835,1,33300,18,4
578986,0,1,0,1500,0.7,475,115,1,22200,40,2
199993,0,1,0,4600,0.88,776,6294,1,43200,23,4
486896,1,NA,NA,1600,1.08,1229,1197,1,20500,49,1
446498,0,1,0,5100,0.47,4838,5035,1,34200,58,4
29198,0,0,1,6100,0.7,725,5778,1,56600,43,1
353810,0,1,1,3200,0.93,874,273,0,0,34,8
593711,1,NA,NA,5400,0.72,3115,4213,1,39900,64,2
76746,1,NA,NA,7500,0.67,379,9924,0,0,46,4
551467,1,NA,NA,1700,0.85,954,2217,1,24000,29,1
981020,1,NA,NA,3200,0.79,1171,2571,1,26900,75,1
338829,0,1,0,2700,0.93,277,2128,0,0,50,2
408918,0,1,0,6000,0.63,3006,8147,0,0,67,3
884541,0,1,1,3700,0.73,1265,2322,0,0,49,1
281079,1,NA,NA,2000,0.88,1036,1634,0,0,54,1
266779,0,1,1,3300,0.87,279,2455,1,27900,36,2
401566,0,1,0,4100,0.62,4341,5791,0,0,47,2
689782,1,NA,NA,2400,1.04,1528,9469,1,28400,48,3
803545,1,NA,NA,5000,0.48,2701,2622,1,51700,25,3
691545,0,1,0,3300,0.91,617,2262,0,0,48,2
64307,0,1,1,5400,0.49,1280,1579,1,27200,28,2
587468,1,NA,NA,9800,0.75,4331,2713,1,49100,22,8
372893,1,NA,NA,4500,0.62,3688,5656,1,22100,22,2
654768,1,NA,NA,3100,0.51,1398,2763,1,27000,57,1
370934,0,0,1,4500,0.84,1925,1566,0,0,40,3
631108,1,NA,NA,3600,0.91,321,3519,1,20800,41,8
190809,0,1,1,4500,0.89,626,238,1,17800,51,1
80580,0,1,1,3600,0.59,514,2795,0,0,25,8
972359,1,NA,NA,5700,0.63,530,1145,0,0,37,4
782788,1,NA,NA,2900,0.76,120,1113,0,0,34,4
561089,0,1,1,5900,0.54,2174,5105,1,31800,56,1
373050,0,1,0,4300,0.83,3281,6572,0,0,42,1
976724,1,NA,NA,1800,1.06,1478,1468,0,0,34,1
693237,0,1,0,3700,0.58,1476,1125,0,0,30,5
506891,1,NA,NA,3900,0.67,1398,2375,1,16200,31,7
490844,1,NA,NA,3200,0.49,4961,1910,1,24300,29,8
66115,1,NA,NA,4300,1.02,880,1401,1,18700,47,3
828775,1,NA,NA,600,0.86,397,2100,0,0,47,1
387664,0,1,0,4700,0.85,1388,4691,1,17000,28,1
560379,0,1,0,2200,0.9,373,2992,1,28600,58,5
468745,1,NA,NA,2400,0.78,532,2268,0,0,36,2
213240,0,1,0,5100,0.82,1719,782,0,0,26,8
167740,1,NA,NA,2400,0.62,5012,2896,1,9200,38,8
738527,0,1,0,3800,0.8,3153,4449,1,17600,21,3
488342,0,1,1,3200,0.78,533,1388,0,0,61,6
114553,0,1,0,4200,0.94,1823,58,1,42300,28,5
556413,1,NA,NA,5400,0.69,4288,3511,0,0,40,2
369704,1,NA,NA,3200,0.6,1525,2847,1,53400,61,2
54483,1,NA,NA,3800,0.4,619,1375,1,27000,64,6
730179,0,1,1,2800,0.7,1610,2634,0,0,55,1
574110,1,NA,NA,8700,0.52,501,2154,0,0,26,7
406950,1,NA,NA,5100,0.44,1128,3523,1,32600,49,8
883164,1,NA,NA,5100,0.73,910,2444,1,42900,42,2
188316,0,0,0,6200,0.9,1056,5260,0,0,45,0
909898,1,NA,NA,600,0.95,1372,2328,0,0,53,4
580798,1,NA,NA,5900,0.71,869,550,0,0,37,8
555353,0,0,1,4800,0.98,465,3210,0,0,60,2
722621,1,NA,NA,8300,0.75,582,2024,1,11000,61,5
325974,1,NA,NA,3100,1.01,781,292,0,0,53,3
445227,1,NA,NA,1500,0.83,1091,1809,1,16600,35,8
110926,1,NA,NA,3600,0.88,1144,2788,0,0,49,5
20623,0,0,0,2500,0.52,1893,1788,1,27000,18,8
361673,1,NA,NA,5100,0.63,386,1620,0,0,33,8
823398,0,1,0,5700,0.76,3875,1604,1,22800,36,3
304286,0,0,0,0,NA,1882,2232,1,50300,32,2
